road,km,type,lrp,name,length,category,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
N1,1.8,Box Culvert,LRP001a,.,11.3,A,117861,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,1.8,19.5,2005,2,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.69873866,90.45886108,interpolate
N1,4.925,Box Culvert,LRP004b,.,6.6,A,117862,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,4.925,35.4,2006,1,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.69466384,90.48777492,interpolate
N1,8.976,PC Girder Bridge,LRP008b,Kanch pur Bridge.,394.23,A,119889,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,8.976,,,,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.70505989,90.52321415,interpolate
N1,8.976,PC Girder Bridge,LRP008b,KANCHPUR PC GIRDER BRIDGE,397,C,101102,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,8.976,14.65,1986,8,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.70505989,90.52321415,interpolate
N1,10.543,Box Culvert,LRP010a,KATCHPUR BOX CULVERT,8,B,101106,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,10.543,21.7,1987,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.69640009,90.53509898,interpolate
N1,10.88,Box Culvert,LRP010b,NOYAPARA CULVERT,6.3,A,112531,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,10.88,12.2,1992,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.69439061,90.53757408,interpolate
N1,10.897,Box Culvert,LRP010c,ADUPUR CULVERT,6.3,A,112532,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,10.897,12.2,1984,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.69430239,90.53770737,interpolate
N1,11.296,Box Culvert,LRP011a,NAYABARI KASPUR BOX CULVERT,8.3,A,101110,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,11.296,21.45,1986,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.69236015,90.54091839,interpolate
N1,11.808,Box Culvert,LRP011c,NAYABARI BOX CULVERT,10.6,B,101114,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,11.808,22.4,1986,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.69091193,90.5454625,interpolate
N1,12.239,Box Culvert,LRP012a,KHAS PARA BOX CULVERT,9.3,A,101117,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12.239,21,1986,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.68841233,90.54855853,interpolate
N1,12.253,Box Culvert,LRP012b,DAWAN BAG BOX CULVERT,6.1,A,101119,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12.253,20.6,1987,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.68831973,90.54864981,interpolate
N1,12.66,PC Girder Bridge,LRP013a,Madanpur Bridge.(L),27.5,A,119897,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12.66,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.68558303,90.55120798,interpolate
N1,12.66,PC Girder Bridge,LRP013a,MADAN PUR (R),26.3,A,109841,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12.66,9.2,2003,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.68558303,90.55120798,interpolate
N1,12.66,PC Girder Bridge,LRP013a,MADANPUR BRIDGE(L),26.3,A,109838,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12.66,9.2,2003,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.68558303,90.55120798,interpolate
N1,12.688,PC Girder Bridge,LRP013b,Madanpur Bridge(R),27.5,A,119900,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12.688,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.68536198,90.55135918,interpolate
N1,13.574,Box Culvert,LRP014a,KAWTALA BOX CULVERT,11.9,A,109794,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,13.574,22.4,2003,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6778035,90.55581943,interpolate
N1,15.465,Box Culvert,LRP016a,MALIBAG BOX CULVERT,5.55,B,109800,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,15.465,21,2003,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.66330907,90.56385699,interpolate
N1,17.134,RCC Girder Bridge,LRP017b,Langalbandh Bridge.,159.52,C,119909,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,17.134,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.65442571,90.57673023,interpolate
N1,17.134,PC Girder Bridge,LRP017b,LANGOLBANDO PC GIDER BRIDGE,159.5,B,109808,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,17.134,17.8,1998,5,Dhaka,Dhaka,Narayanganj,Vitikandi,23.65442571,90.57673023,interpolate
N1,17.222,PC Girder Bridge,LRP018b,Darikandi Bridge (R),20.45,A,119926,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,17.222,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.65397226,90.57741042,interpolate
N1,17.222,PC Girder Bridge,LRP018a,Darikandi Bridge (L),20.5,A,119921,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,17.222,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.65397226,90.57741042,interpolate
N1,17.722,PC Girder Bridge,LRP018a,DARIKANDI BRIDGE (R),20,B,109847,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,17.722,9.2,2002,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.65157057,90.58149439,interpolate
N1,17.722,PC Girder Bridge,LRP018a,DARIKANDI BRIDGE (L),20,B,109853,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,17.722,9.2,2002,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.65157057,90.58149439,interpolate
N1,18.093,PC Girder Bridge,LRP018c,Sonakhal Bridge(L),25.5,A,119933,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,18.093,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6497544,90.58454901,interpolate
N1,18.093,PC Girder Bridge,LRP018c,SONARKALI BRIDGE(L),24.5,B,109797,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,18.093,9.2,2003,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6497544,90.58454901,interpolate
N1,18.093,PC Girder Bridge,LRP018d,Sonakhal Bridge(R),25.5,B,119937,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,18.093,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6497544,90.58454901,interpolate
N1,18.093,PC Girder Bridge,LRP018c,SONARKALI BRIDGE(R),24.5,B,109804,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,18.093,9.1,2003,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6497544,90.58454901,interpolate
N1,18.742,PC Girder Bridge,LRP019a,MOLLIK PARA BRIDGE (R),40.5,C,109819,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,18.742,9.25,2001,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.64596859,90.58921198,interpolate
N1,18.742,PC Girder Bridge,LRP019a,MOLLIK PARA P.C(L),40.5,B,109810,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,18.742,9.25,2001,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.64596859,90.58921198,interpolate
N1,18.742,PC Girder Bridge,LRP019b,Mollik para Bridge(R),40.33,B,119939,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,18.742,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.64596859,90.58921198,interpolate
N1,18.742,PC Girder Bridge,LRP019a,Mollik para Bridge(L),40.4,B,119938,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,18.742,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.64596859,90.58921198,interpolate
N1,19.76,Box Culvert,LRP020a,KRIBORDI BOX CULVERT,6,A,109817,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,19.76,21,2001,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.63795437,90.5936674,interpolate
N1,20.397,Box Culvert,LRP020b,SHADIPUR BOX CULVERT,10.4,B,109827,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,20.397,20.9,2003,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.63380522,90.59739409,interpolate
N1,21.184,PC Girder Bridge,LRP021c,Marikhali Bridge(L),86.92,A,119944,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,21.184,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.62846685,90.60230157,interpolate
N1,21.184,PC Girder Bridge,LRP021d,Marikhali Bridge(R),89.75,A,119948,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,21.184,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.62846685,90.60230157,interpolate
N1,21.184,PC Girder Bridge,LRP021c,MARIKHALL BRIDGE,89.2,A,101103,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,21.184,9.2,2000,3,Dhaka,Dhaka,Narayanganj,Vitikandi,23.62846685,90.60230157,interpolate
N1,22.328,Box Culvert,LRP022a,SANGAKADI CULVERT,5.5,B,101112,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,22.328,21,2002,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.61988322,90.60835289,interpolate
N1,22.596,PC Girder Bridge,LRP023a,ASHIR CHAR (Right),224.8,A,109820,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,22.596,9.15,2004,9,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6176408,90.60955061,interpolate
N1,22.596,PC Girder Bridge,LRP023a,ASHIR CHAR ( Left),213.5,B,109807,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,22.596,9.15,2000,7,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6176408,90.60955061,interpolate
N1,22.596,PC Girder Bridge,LRP023a,Ashariarchar Bridge(L),214.09,B,119953,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,22.596,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6176408,90.60955061,interpolate
N1,22.596,PC Girder Bridge,LRP023b,Ashariarchar Bridge(R),224.82,B,119956,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,22.596,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6176408,90.60955061,interpolate
N1,23.081,PC Girder Bridge,LRP023d,Asharirchar-2 Bridge.(R),119.32,A,119964,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,23.081,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.61358738,90.61090296,interpolate
N1,23.081,PC Girder Bridge,LRP023c,Ashariachar-2 Bridge.(L),119.48,A,119961,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,23.081,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.61358738,90.61090296,interpolate
N1,23.081,PC Girder Bridge,LRP023c,ASHARIR CHAR (L),120.1,A,109796,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,23.081,9.5,2000,4,Dhaka,Dhaka,Narayanganj,Vitikandi,23.61358738,90.61090296,interpolate
N1,23.081,PC Girder Bridge,LRP023c,ASHIR CHAR (R),116.8,B,109802,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,23.081,9.2,2000,4,Dhaka,Dhaka,Narayanganj,Vitikandi,23.61358738,90.61090296,interpolate
N1,24.393,PC Girder Bridge,LRP024a,Meghna Bridge,924.85,A,119967,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,24.393,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.60275959,90.6155317,interpolate
N1,24.393,PC Box,LRP024a,MEGHNA BRIDGE,900,C,101123,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,24.393,9.2,1989,13,Dhaka,Dhaka,Narayanganj,Vitikandi,23.60275959,90.6155317,interpolate
N1,26.115,Box Culvert,LRP026a,TATULTALA CULVERT,5.6,A,101132,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,26.115,10.3,1989,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.59298188,90.62796994,interpolate
N1,26.452,Box Culvert,LRP026b,BAILAKANDI CULVERT,5.5,A,101142,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,26.452,20.9,1989,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.59080885,90.63023686,interpolate
N1,27.12,Box Culvert,LRP027a,MALUAKANDI CULVEDRT,5.6,A,101150,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,27.12,21,1989,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.58631812,90.63450942,interpolate
N1,28.315,PC Girder Bridge,LRP028b,Bhater char Bridge (L),172.1,A,119976,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,28.315,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.57798002,90.64191931,interpolate
N1,28.315,PC Girder Bridge,LRP028a,Bhater char Bridge (R),173.25,A,119973,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,28.315,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.57798002,90.64191931,interpolate
N1,28.315,PC Girder Bridge,LRP028a,BHATIR CHAR BRIDGE,163.5,A,101101,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,28.315,9.2,2000,6,Dhaka,Dhaka,Narayanganj,Vitikandi,23.57798002,90.64191931,interpolate
N1,29.138,PC Girder Bridge,LRP029a,Anarpara Bridge (L),29.85,A,119977,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,29.138,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.57163063,90.64541592,interpolate
N1,29.138,PC Girder Bridge,LRP029b,Anarpara Bridge (R),29.77,A,119980,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,29.138,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.57163063,90.64541592,interpolate
N1,29.138,PC Girder Bridge,LRP029a,ANARPUR BRIDGE(R),29,A,101108,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,29.138,9.3,2004,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.57163063,90.64541592,interpolate
N1,29.138,PC Girder Bridge,LRP029a,ANAR PURA BRIDGE(L),29,A,101104,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,29.138,9.3,2004,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.57163063,90.64541592,interpolate
N1,29.842,Box Culvert,LRP030a,VITIKANDA - ANAR PUR CULVERT,34.7,A,101113,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,29.842,21,1992,7,Dhaka,Dhaka,Narayanganj,Vitikandi,23.5660034,90.64862372,interpolate
N1,30.908,PC Girder Bridge,LRP031a,Alipur bridge(R),27.4,A,120009,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,30.908,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55919103,90.65574757,interpolate
N1,30.908,PC Girder Bridge,LRP031a,Alipur bridge(L),27.4,A,120012,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,30.908,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55919103,90.65574757,interpolate
N1,30.908,PC Girder Bridge,LRP031a,ALI PURA P.C BRIDGE (RIGHT),26.3,A,101120,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,30.908,9.2,2004,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55919103,90.65574757,interpolate
N1,30.908,PC Girder Bridge,LRP031a,ALIPURA BRIDGE (LEFT),26.3,B,101116,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,30.908,9.2,2004,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55919103,90.65574757,interpolate
N1,31.472,PC Girder Bridge,LRP032a,Bhaber char Bridge(R),29.85,A,120017,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,31.472,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55570829,90.65974142,interpolate
N1,31.472,PC Girder Bridge,LRP032b,Bhaber char Bridge(L),29.83,A,120022,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,31.472,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55570829,90.65974142,interpolate
N1,31.472,PC Girder Bridge,LRP032a,VOBAR CHAR (L),29,A,109831,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,31.472,9.2,2003,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55570829,90.65974142,interpolate
N1,31.472,PC Girder Bridge,LRP032a,VOBAR CHAR BRIDGE(R),29,A,109826,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,31.472,9.2,2003,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55570829,90.65974142,interpolate
N1,32.121,PC Girder Bridge,LRP032d,Baushia Bridge(R),29.87,A,120025,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,32.121,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55174219,90.66435388,interpolate
N1,32.121,PC Girder Bridge,LRP032e,Baushia Bridge(L),29.9,A,120026,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,32.121,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55174219,90.66435388,interpolate
N1,32.121,PC Girder Bridge,LRP032d,BOBARCHAR BRIDGE(L),28.9,A,109825,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,32.121,9.2,2004,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55174219,90.66435388,interpolate
N1,32.121,PC Girder Bridge,LRP032d,BOBAIRCHAR BRIDGE(R),28.9,A,109832,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,32.121,9.2,2004,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.55174219,90.66435388,interpolate
N1,32.777,Box Culvert,LRP033a,PURRANBUICHE BOX CULVERT,9.1,A,109843,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,32.777,21,2002,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.54773774,90.66905541,interpolate
N1,32.796,Box Culvert,LRP033b,NOYAPARA,5.2,A,112533,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,32.796,12.2,1992,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.54762464,90.66919207,interpolate
N1,33.591,PC Girder Bridge,LRP034a,Madhya Baushia Bridge(L),72.49,A,120028,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,33.591,9.15,2000,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.54268543,90.67482921,interpolate
N1,33.591,PC Girder Bridge,LRP034a,MADHAYA BAUSHIA BRIDGE(R),59.2,A,109845,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,33.591,9.2,2000,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.54268543,90.67482921,interpolate
N1,33.591,PC Girder Bridge,LRP034a,MADHAYA BAUSHIA(L),70,A,109839,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,33.591,9.2,2000,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.54268543,90.67482921,interpolate
N1,33.591,PC Girder Bridge,LRP034b,Madhya Baushia Bridge(R),59.83,A,120029,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,33.591,10.15,2000,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.54268543,90.67482921,interpolate
N1,34.111,Box Culvert,LRP034c,BOCTAR KANDI BOX CULVERT,5.1,C,109835,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,34.111,21,1993,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.53939102,90.67845779,interpolate
N1,35.181,Box Culvert,LRP035a,.,9.5,A,117863,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,35.181,21.2,2000,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.53277519,90.68587011,interpolate
N1,35.408,PC Girder Bridge,LRP036a,Baushia bazar Bridge( L ),25.45,A,120030,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,35.408,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.53139966,90.68744893,interpolate
N1,35.408,PC Girder Bridge,LRP036b,Baushia bazar Bridge ( R ),25.45,A,120031,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,35.408,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.53139966,90.68744893,interpolate
N1,35.408,PC Girder Bridge,LRP036a,BORAKANDI BRIDGE(L),24.5,B,109855,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,35.408,9.2,1998,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.53139966,90.68744893,interpolate
N1,35.408,RCC Girder Bridge,LRP036a,CHAR BOWSHIA BRIDGE(R),24.5,B,109850,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,35.408,9.2,1997,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.53139966,90.68744893,interpolate
N1,35.707,Box Culvert,LRP036c,CHAR BOUSHEA (2),8.4,A,101125,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,35.707,21.1,1998,2,Dhaka,Dhaka,Narayanganj,Vitikandi,23.53015196,90.68979518,interpolate
N1,37.01,PC Box,LRP037a,Daudkandi Bridge.,1408.8,A,120033,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,37.01,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.53038447,90.70244027,interpolate
N1,37.01,PC Box,LRP037a,Daud Kandi Bridge,1408.8,C,104578,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,37.01,9.2,1995,17,Dhaka,Dhaka,Narayanganj,Vitikandi,23.53038447,90.70244027,interpolate
N1,39.304,RCC Girder Bridge,LRP040b,Baldhakhal Bridge,23.1,C,120035,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,39.304,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.5324186,90.72428072,interpolate
N1,39.304,RCC Girder Bridge,LRP040b,BALDHA KHAL RCC GIDER BRIDGE,21.8,C,101124,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,39.304,7.6,1976,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.5324186,90.72428072,interpolate
N1,39.86,Box Culvert,LRP040c,MAIS PARA BOX CULVERT,6,B,101129,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,39.86,9.75,1984,1,Dhaka,Dhaka,Narayanganj,Vitikandi,23.53175878,90.72917801,interpolate
N1,42.936,RCC Girder Bridge,LRP043a,SHAHID NAGIR,16.5,C,112552,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,42.936,11.5,1992,1,Comilla,Comilla,Comilla,Gouripur,23.52980506,90.75825325,interpolate
N1,42.936,RCC Girder Bridge,LRP043a,Shahid Nagor Bridge,16.5,C,120390,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,42.936,,,,Comilla,Comilla,Comilla,Gouripur,23.52980506,90.75825325,interpolate
N1,45.164,Box Culvert,LRP046a,SARKAR BARI CULVERT,3.9,C,101134,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,45.164,12,1978,1,Comilla,Comilla,Comilla,Gouripur,23.53076553,90.78007973,interpolate
N1,46.871,Slab Culvert,LRP047a,AMIRABATH SLAB CULVERT,6.5,C,101140,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,46.871,8.2,1988,1,Comilla,Comilla,Comilla,Gouripur,23.53086834,90.79180752,interpolate
N1,48.384,RCC Girder Bridge,LRP049a,Ginlatoly bridge,15.9,A,120392,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,48.384,,,,Comilla,Comilla,Comilla,Gouripur,23.53182348,90.81101551,interpolate
N1,48.384,RCC Bridge,LRP049a,Ginlatoly,15.9,C,112549,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,48.384,11.5,1989,1,Comilla,Comilla,Comilla,Gouripur,23.53182348,90.81101551,interpolate
N1,50.558,Box Culvert,LRP051a,RAIPUR BOX CULVERT,12.2,A,101147,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,50.558,11.6,1988,2,Comilla,Comilla,Comilla,Gouripur,23.53297433,90.83097748,interpolate
N1,52.313,Box Culvert,LRP053a,AITAL BANGA BOX CULVERT,4.5,C,101151,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,52.313,12,1993,1,Comilla,Comilla,Comilla,Gouripur,23.52291667,90.84421861,interpolate
N1,56.006,RCC Girder Bridge,LRP056a,Illiot bazar Bridge,28.9,C,120394,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,56.006,,,,Comilla,Comilla,Comilla,Gouripur,23.51008776,90.8757204,interpolate
N1,56.006,RCC Girder Bridge,LRP056a,ILLIOT BAZER,28.9,B,112556,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,56.006,9.2,1985,1,Comilla,Comilla,Comilla,Gouripur,23.51008776,90.8757204,interpolate
N1,58.838,Box Culvert,LRP059a,KHAT GHOR BOX CULVERT,5.9,B,101156,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,58.838,8.5,1992,1,Comilla,Comilla,Comilla,Gouripur,23.50600243,90.90217454,interpolate
N1,60.83,Box Culvert,LRP061a,BAKRA BOX CULVERT,3,B,101158,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,60.83,12.2,1988,1,Comilla,Comilla,Comilla,Gouripur,23.50561314,90.92146602,interpolate
