road,km,type,lrp,name,length,category,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
N1,449.7,RCC Girder Bridge,LRP446a,Jadimura bridge,7.5,A,120547,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,449.7,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.95493884,92.25553125,interpolate
N1,449.7,RCC Girder Bridge,LRP446a,JADIMURA BRIDGE.,7.5,A,101089,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,449.7,7.3,1982,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.95493884,92.25553125,interpolate
N1,450.446,RCC Girder Bridge,LRP446b,Umor khali Bridge,35.5,A,120549,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,450.446,7.3,1990,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.94914513,92.25842089,interpolate
N1,450.446,RCC Girder Bridge,LRP446b,DOMDO MIA BRIDGE,37.2,C,100902,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,450.446,7.3,1990,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.94914513,92.25842089,interpolate
N1,450.599,Box Culvert,LRP446d,DONDO MIA BOX CULVERT,1.5,A,100900,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,450.599,10.3,1973,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.94815369,92.25926333,interpolate
N1,450.759,Slab Culvert,LRP447a,DONDO MIA BOX CULVERT,2.7,A,100899,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,450.759,10.3,1973,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.94709479,92.25978831,interpolate
N1,450.943,Box Culvert,LRP447b,DOMMO MIA BOX CULVERT,1.2,A,100894,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,450.943,10.3,1973,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.94585079,92.2603333,interpolate
N1,451.328,RCC Girder Bridge,LRP447c,DHANDO MIA,38.6,C,100892,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,451.328,7.3,1974,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.94278852,92.26059681,interpolate
N1,451.328,RCC Girder Bridge,LRP447c,Dhando Mia Bridge,38,C,120551,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,451.328,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.94278852,92.26059681,interpolate
N1,451.984,RCC Girder Bridge,LRP448a,DONDO MIA CHAK POST BRIDGE,51,B,100890,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,451.984,7.3,1974,4,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.93730526,92.26237497,interpolate
N1,451.984,RCC Girder Bridge,LRP448a,Dondo Mia Checkpost Bridge,49.6,B,120555,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,451.984,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.93730526,92.26237497,interpolate
N1,452.561,RCC Girder Bridge,LRP448c,Domodia Bridge(1),13.5,A,120558,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,452.561,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.93242603,92.2636134,interpolate
N1,452.561,RCC Girder Bridge,LRP448c,DOMDO MIA BRIDGE,13.5,B,100888,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,452.561,7.4,1973,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.93242603,92.2636134,interpolate
N1,452.624,RCC Girder Bridge,LRP449a,Domdomia Bridge(2),13.5,A,120562,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,452.624,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.93187577,92.26371263,interpolate
N1,452.624,RCC Girder Bridge,LRP449a,DOMDO MIA,13.5,B,100887,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,452.624,7.4,1974,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.93187577,92.26371263,interpolate
N1,452.793,Slab Culvert,LRP449c,DONDOMIA,2.7,A,100926,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,452.793,10.3,1974,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.93039968,92.2639788,interpolate
N1,453.05,RCC Girder Bridge,LRP449d,DONOMIA,34.8,C,100929,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,453.05,7.35,1973,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.92813739,92.2643012,interpolate
N1,453.05,RCC Girder Bridge,LRP449d,Domdomia Bridge (3),34.1,C,120564,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,453.05,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.92813739,92.2643012,interpolate
N1,453.372,Slab Culvert,LRP449f,DONMIA,2.7,D,100933,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,453.372,11.2,1972,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.92538903,92.26494516,interpolate
N1,453.95,RCC Girder Bridge,LRP450a,KARUMTOLI,37.6,B,100936,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,453.95,10.3,1981,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.92092765,92.26745281,interpolate
N1,453.95,RCC Girder Bridge,LRP450a,Karumtoli Bridge,37.6,C,120567,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,453.95,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.92092765,92.26745281,interpolate
N1,454.219,Box Culvert,LRP450c,KARUNTON BOX CULVERT,1.2,A,100938,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.219,7.8,1987,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9188882,92.26870765,interpolate
N1,454.33,RCC Girder Bridge,LRP450d,Karumtoli choto(1) Bridge,6,A,120569,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.33,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.91799614,92.26910089,interpolate
N1,454.33,RCC Girder Bridge,LRP450d,KARUM TOLI SHOTHA (1),6,A,100943,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.33,7.3,1984,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.91799614,92.26910089,interpolate
N1,454.498,RCC Girder Bridge,LRP450e,SHOLO BANDOR TAKNAF,6,A,100945,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.498,7.35,1986,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9167065,92.26985714,interpolate
N1,454.498,RCC Girder Bridge,LRP450e,Sholo Bandar Teknaf Bridge,6,C,120571,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.498,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9167065,92.26985714,interpolate
N1,454.673,Box Culvert,LRP451a,KAKUM TOLI CHACK BOX CULVERT,1.2,B,100949,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.673,10.3,1973,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.91537072,92.27072397,interpolate
N1,454.769,Slab Culvert,LRP451b,KARUMTOLI (3)BOX CULVERT,2.8,A,100954,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.769,10.2,1987,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.91463508,92.2712067,interpolate
N1,455.062,RCC Girder Bridge,LRP451c,Karumtoli(1) Bridge,33.7,A,120574,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.062,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.91267516,92.27272112,interpolate
N1,455.062,RCC Girder Bridge,LRP451c,KARUMTOLI,34.3,B,100957,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.062,7.3,1981,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.91267516,92.27272112,interpolate
N1,455.206,Slab Culvert,LRP451e,KARUM TOLI BOX CULVERT,1.3,A,100966,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.206,11.3,1978,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9116243,92.2733424,interpolate
N1,455.366,RCC Girder Bridge,LRP451f,Karumtoli(2) Bridge,29.3,A,120575,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.366,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9104285,92.2741396,interpolate
N1,455.366,RCC Girder Bridge,LRP451f,KARUMTOLI BRIDGE,23.7,C,101088,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.366,7.3,1965,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9104285,92.2741396,interpolate
N1,455.447,RCC Girder Bridge,LRP451h,Karumtoli (3) Bridge,10.6,A,120576,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.447,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90982312,92.27454319,interpolate
N1,455.447,RCC Girder Bridge,LRP451h,KARUM TOLI RCC GIDER BRIDGE,10.6,A,100968,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.447,7.3,1972,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90982312,92.27454319,interpolate
N1,455.496,RCC Girder Bridge,LRP451i,Polashir Bridge,10.6,A,120578,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.496,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90945691,92.27478733,interpolate
N1,455.496,RCC Girder Bridge,LRP451i,KARAN TOLI RCC GIDER BRIDGE,10.6,A,100969,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.496,7.3,1993,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90945691,92.27478733,interpolate
N1,455.688,RCC Girder Bridge,LRP452a,BAROY TOLI RCC GIDER BRIDGE,30,A,100970,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.688,7.3,1972,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90803213,92.27569059,interpolate
N1,455.688,RCC Girder Bridge,LRP452a,Baroy toli (1) Bridge,29.3,C,120583,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.688,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90803213,92.27569059,interpolate
N1,455.765,Slab Culvert,LRP452c,BORY TOLI SLAB CULVERT,2.8,A,100913,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.765,10.9,1979,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90744796,92.27605905,interpolate
N1,455.975,Slab Culvert,LRP452d,BORYTOLI SLAB CULVERT,2.8,A,100912,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.975,10.3,1981,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90597715,92.27708556,interpolate
N1,456.064,Slab Culvert,LRP452e,BARITOLI BOX CULVERT,2.8,A,100910,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.064,10.3,1986,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90530514,92.2775739,interpolate
N1,456.164,RCC Girder Bridge,LRP452f,Gilatoli (1) Bridge,17.5,A,120584,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.164,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90457186,92.27807684,interpolate
N1,456.164,RCC Girder Bridge,LRP452f,BAROY TOLI RCC GIDER BRIDGE,17.5,C,100907,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.164,7.3,1984,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90457186,92.27807684,interpolate
N1,456.287,RCC Girder Bridge,LRP452h,Baroytoli Bridge,8.3,A,120587,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.287,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90369126,92.27869323,interpolate
N1,456.287,RCC Girder Bridge,LRP452h,BAROY TOLI RCC GIDER BRIDGE,8.3,C,100906,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.287,7.3,1983,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90369126,92.27869323,interpolate
N1,456.359,RCC Girder Bridge,LRP452i,Baraytoli (3) Bridge,6.1,A,120588,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.359,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90320277,92.27904466,interpolate
N1,456.359,RCC Girder Bridge,LRP452i,BARIY TOLI RCC GIDER BRIDGE,6.1,B,100904,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.359,7.3,1983,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90320277,92.27904466,interpolate
N1,456.549,RCC Girder Bridge,LRP452j,Naiton Para(1) Bridge,23,A,120589,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.549,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90188493,92.27987359,interpolate
N1,456.549,RCC Girder Bridge,LRP452j,NAITAN PARA RCC GIDER BRIDGE,23,B,100901,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.549,7.35,1974,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.90188493,92.27987359,interpolate
N1,457.365,RCC Girder Bridge,LRP453a,Naitom Para (2) Bridge,15.1,A,120592,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,457.365,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.89709885,92.28506077,interpolate
N1,457.365,RCC Girder Bridge,LRP453a,NAITOM PARA RCC GIDER BRIDGE,15.1,B,100898,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,457.365,7.3,1973,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.89709885,92.28506077,interpolate
N1,457.751,RCC Girder Bridge,LRP454a,Naitong Para (3) Bridge,9,A,120594,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,457.751,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.89508961,92.28795238,interpolate
N1,457.751,RCC Girder Bridge,LRP454a,NAITANG PARA RCC GIDER BRIDGE,9,A,100897,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,457.751,7.4,1982,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.89508961,92.28795238,interpolate
N1,458.213,RCC Girder Bridge,LRP454b,Naitom Para(4) Bridge,9,A,120595,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,458.213,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.89227111,92.29098403,interpolate
N1,458.213,RCC Girder Bridge,LRP454b,NAITOM PARA RCC GIDER BRIDGE,9,B,100896,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,458.213,7.3,1973,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.89227111,92.29098403,interpolate
N1,458.799,RCC Girder Bridge,LRP455a,TEKNAF NAITANG RCC GIDER BRIDGE,37.3,B,100895,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,458.799,7.3,1978,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.89015845,92.29571808,interpolate
N1,458.799,RCC Girder Bridge,LRP455a,Eskahal Bridge,37.3,C,120597,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,458.799,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.89015845,92.29571808,interpolate
N1,459.681,Box Culvert,LRP456a,BUS STAND TEKNAF BOX CULVERT,1.5,A,100891,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,459.681,10.3,1991,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.88456672,92.29871589,interpolate
N1,459.866,Box Culvert,LRP456b,BUS STAND TEKNAF BOX CULVERT,1.5,C,100893,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,459.866,10.3,1989,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.88307045,92.29816296,interpolate
N1,460.113,RCC Girder Bridge,LRP456c,YAKNAT BRIDGE,35.9,C,100889,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,460.113,9.2,1985,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.88098522,92.2977774,interpolate
N1,460.113,RCC Girder Bridge,LRP456c,Yaknat Bridge,35.9,C,120599,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,460.113,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.88098522,92.2977774,interpolate
