,road,LRPName,chainage,heavyTruck,mediumTruck,smallTruck,largeBus,mediumBus,microBus,utility,car,autoRickshaw,motorcycle,bicycle,cycleRickshaw,cart,totalMotorized,totalNonMotorized,total
77,N1,LRP398b,401.89,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
78,N1,LRP401a,404.487,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
79,N1,LRP403b,406.791,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
80,N1,LRP409a,412.931,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
81,N1,LRP411a,415.056,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
82,N1,LRP413b,417.29,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
83,N1,LRP416b,419.88,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
84,N1,LRP417c,420.952,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
85,N1,LRP419c,423.442,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
86,N1,LRP421a,424.577,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
87,N1,LRP422c,426.555,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
88,N1,LRP424a,427.622,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
